item_link,item_name,item_price
https://www.ebay.ca/itm/Brand-New-In-Box-FLO360-20-LB-Set-Dumbbells-Pair-of-10lb-hand-held-weights/193640355498?hash=item2d15dd56aa:g:FvsAAOSwIblfSUrt,"""Brand New In Box FLO360 20 LB Set Dumbbells Pair of 10lb hand held weights""",C $65.73
https://www.ebay.ca/itm/5lb-x2-Standard-1-Weight-Plates-Cap-Cast-Iron-10lbs-Total-New/254691314435?hash=item3b4cc90b03:g:X8MAAOSw3NBfNdWk,"""5lb x2 Standard 1"" Weight Plates Cap Cast Iron (10lbs Total) New""",
https://www.ebay.ca/itm/All-in-Motion-Neoprene-Hex-10lb-Hand-Weight-Dumbbell-Set-2-weights-Ships-FAST/283990417242?epid=12037716634&hash=item421f25df5a:g:2bgAAOSwvUdfRc2j,"""All in Motion Neoprene Hex 10lb Hand Weight Dumbbell Set (2 weights) Ships FAST!""",C $85.39
https://www.ebay.ca/itm/10-lb-Cast-Iron-Hex-Dumbbell-Set-of-2-Weights-20lbs-Total/303666331828?hash=item46b3ec80b4:g:cC4AAOSwIDZfRcAT,"""10 lb Cast Iron Hex Dumbbell Set of 2 Weights (20lbs Total)""",C $65.73
https://www.ebay.ca/itm/52-5lb-total-Adjustable-Dumbbell-with-Cast-Iron-Weights-YES4ALL-Bowflex-IN-HAND/233690364087?epid=10032119351&hash=item366907f8b7:g:8YgAAOSwIzpesxD5,"""52.5lb total Adjustable Dumbbell with Cast Iron Weights YES4ALL Bowflex IN HAND""",C $141.33
https://www.ebay.ca/itm/10-lb-Cast-Iron-Hex-Dumbbell-Set-of-2-Weights-20lbs-Total/383695187870?hash=item595603ef9e:g:ALEAAOSwjNFfSF68,"""10 lb Cast Iron Hex Dumbbell Set of 2 Weights (20lbs Total)""",C $64.26
https://www.ebay.ca/itm/Weider-Hex-Rubber-15-lb-Pound-Set-of-Two-New-Dumbbell-Weights-30-lbs-Total/313199240254?epid=1901011676&hash=item48ec21243e:g:hlsAAOSwYE9e4OvA,"""Weider Hex Rubber 15 lb Pound Set of Two New Dumbbell Weights | 30 lbs Total""",C $91.96
https://www.ebay.ca/itm/Golds-Gym-Vinyl-Dumbbell-Set-40-lb-Adjustable-Weight-Lifting-Set-Black/224129093880?epid=26037775881&hash=item342f2290f8:g:nwkAAOSwZDlfQaQD,"""Golds Gym Vinyl Dumbbell Set 40 lb Adjustable Weight Lifting Set Black""",C $82.81
https://www.ebay.ca/itm/2-SIDE-VINTAGE-WEIDER-5-kg-IRON-WEIGHTS-PLATES/114252364121?hash=item1a99f8b959:g:pPMAAOSwazte1E38,"""2 SIDE VINTAGE WEIDER 5 kg IRON WEIGHTS PLATES""",
https://www.ebay.ca/itm/2LB-Peloton-Hand-Weights-Dumbbell-Set-Exercise-Black-Hexagon-Neoprene-Dumbell/333701933230?hash=item4db22f68ae:g:PaIAAOSwBuJe2Yb5,"""2LB Peloton Hand Weights Dumbbell Set Exercise Black Hexagon Neoprene Dumbell""",C $51.26
https://www.ebay.ca/itm/Neoprene-Dumbbells-Weights-Set-3lbs-8lbs-Exercise-Fitness-Workout-Blue-Bundle/324275371462?hash=item4b80517dc6:g:CooAAOSwepNe94xT,"""Neoprene Dumbbells Weights Set 3lbs & 8lbs Exercise Fitness Workout Blue Bundle""",C $93.66
https://www.ebay.ca/itm/Core-Home-Fitness-Adjustable-Dumbbells-Weights-SET-5-50-LBS-BRAND-NEW-IN-HAND/203083356112?hash=item2f48b617d0:g:7PEAAOSwaztew-Lk,"""Core Home Fitness Adjustable Dumbbells Weights (SET) 5-50 LBS BRAND NEW IN HAND!""",C $736.22
https://www.ebay.ca/itm/Bowflex-Adjustable-Dumbbell-With-Various-Weights-Incomplete-Read-Description/383690264175?hash=item5955b8ce6f:g:smEAAOSwlVRfLB~f,"""Bowflex Adjustable Dumbbell With Various Weights Incomplete *Read Description*""",C $32.21
https://www.ebay.ca/itm/NEW-Bowflex-SelectTech-552-SINGLE-ONE-Adjustable-Dumbbell-Weight-SHIPS-IN-HAND/133493284340?epid=1908142120&hash=item1f14d1ddf4:g:FMYAAOSweYhfH15j,"""NEW Bowflex SelectTech 552 SINGLE ONE Adjustable Dumbbell Weight 🔥SHIPS IN HAND""",C $644.15
https://www.ebay.ca/itm/New-GoZone-Hex-Neoprene-2-lb-Pound-Dumbbell-Hand-Weight-Set-of-2/124241017791?hash=item1ced577bbf:g:cu4AAOSw6gpe-lvx,"""New GoZone Hex Neoprene 2 lb Pound Dumbbell Hand Weight Set of 2""",
https://www.ebay.ca/itm/Two-2-25-Lb-CAP-Cast-Iron-Hex-Dumbbells-Weights-50-Lbs-Total/133503355673?hash=item1f156b8b19:g:LbsAAOSwxOJe-7Iz,"""🔥Two (2) 25 Lb CAP Cast Iron Hex Dumbbells Weights ⚡️50 Lbs Total⚡️""",C $151.19
https://www.ebay.ca/itm/Set-of-2-New-WEIDER-Hex-Rubber-15-lb-Pound-Dumbbell-Weights-30-Lb-total/353180620278?epid=1901011676&hash=item523b3495f6:g:K-sAAOSwV6VfRBVd,"""Set of 2 New WEIDER Hex Rubber 15 lb Pound Dumbbell Weights (30 Lb total)""",C $56.53
https://www.ebay.ca/itm/Dumbbell-Weight-Cufflinks/401103691555?_trkparms=ispr%3D1&hash=item5d63a49f23:g:tSwAAOSw9dtemK5h&enc=AQAFAAACYBaobrjLl8XobRIiIML1V4Imu%2Fn%2BzU5L90Z278x5ickkTboA95HSvGa1O5UmCCGJLgnakkeh%2FqtLwKqif96LclKr0jKsFJTjHuO1tFxujudBQhxCzcXlhNQMtJnMYsBMDvCVyfnN6QHKKWExOpaSMr7O7ly%2BlWk0gNRKCWHn5PH9ayJF21v5AQJyOT9mVtz5m4jpq0uVuSadtKohOt8WbZKgAOVTgt2zKa1NB8JUVDDAHbtLOTx7jRbtghDdxxRgKuEWR1%2FGiFmHGbesYnACOLJBhwf8%2B91F84z2JFr3%2FQdf9%2BkvYMKAtNKQlX7FCZ0AOiozRf2dwXI04OW1ffQkI%2F5vG%2BaxM8roR8K8IFWGrXrinY7%2Boql8FTXkvAL5m28TtXMeobExkvgpUzDiy9FJWc7jiP5JxfJKOf6u6lxIwXDAO4XRc%2FPf6hlT9t2emm1WsvTXiBdMHhJLNMvcqwrVar4SVwpesoH5URBRpb4Gxt3lEsyAXZSl%2FznU%2Ba9qhJXM2Fh6doHtCpORgDgch9q3G5NOusTPrccr9lqZPFjOeng4I7RiBpQU7HQ9d9LiWKlO%2BZvYQayUsrfdsadQM%2F51ssCoMx5xDEmlYODZiccbeb%2BkeiIGpiQXoWHK%2F8PmrIrJVYBZ3tZHxH09OgKBXB1SUHcHRaIrSpczKIvjEGZtTXd1Pfi6PpGpeDy7o8bIM612a9FFnEXXkqMk%2Bw4T5uVfV8WioWso6ntkOTt55cfej9RWgroat7lyVy18%2F8yzvfST1T%2BcXTEJNHcec%2B%2Bn1Jp3VXZbvDnXvBf%2FKCJF%2BY7PR6BV&checksum=401103691555350874a4244b478cb34b3b3eddf76dbb,"""Dumbbell Weight Cufflinks""",C $27.57
https://www.ebay.ca/itm/Portable-Water-Dumbbell-Set-Adjustable-Weight-Body-Building-Gym-Inflated-Fitness/164155855472?_trkparms=ispr%3D1&hash=item2638739270:g:kwwAAOSw9flej7Sq&enc=AQAFAAACYBaobrjLl8XobRIiIML1V4Imu%2Fn%2BzU5L90Z278x5ickkfOCvCjTOBWK8pwriaolq5ragJrhTF7h6HnpQ9d99lmIk4UerclWH0kg1kAWW6phceLuzZ5Z%2BYmE5J%2BldwJM%2BuiQlsgmNuSvqYP3AoGrgZI03JZaCdslHjp6Giq6NCo70pr7TdCm%2B2nO10z4BXwBtctz2Mr04NCM09vy7kbbmQrPDmLztCjbn5AET5nx%2BtV8KOpGSce5fuVXLGP615x58qziPSwdL%2FiTlI1KhELUQ0cUWFQB4mS7G2zoIWYS1EBThO2yigSjTeIW%2FA3MM5%2BHqsA7vbUHFpHZHMYrQIXwGz04Fz45dqSMecM6jlr%2BGdFgGMyZwsh8Z0qD2V4e6fXHgfbtw237qtWiugDDc6F0Siuok0rHwFjpZ6UHOcuv7YsU6T%2FjehRfxtHRf0z0Wlb%2FOcbT3LxgId226l9OL3TKQwNR7DVkoaCHw%2FZrl9zVbjWlVmFX6VmCMqtO25%2BDzLikPyxOKwfEeBQILRN9uuJUNibFMz3QDF7zaKxMyCk6kqF%2BttFVy8F%2FTbe2wUl0oosES33vuWzDYfIOFW%2B60DZZOz5rbs6sZnjKDw5SE%2FStGqT6J%2BKNGFb7IdbLRD%2BVt4zl73zFQcjRJBzJY4ZdMtZ%2BBs3%2BzBE67qqatkicKnxzQ9HjztoFpKwgIcgDjGh40E8g%2B3mGIelZIaMs%2BYaAYMlMsXarDu6uqztBssy1T4BOq23JiaptrkRPCN9HA3v%2FRO3gY%2FNW8sjGO69letjpAOC9ubA%2Fusjnf4f1z6qSz7UY2YYsq&checksum=164155855472350874a4244b478cb34b3b3eddf76dbb,"""Portable Water Dumbbell Set Adjustable Weight Body Building Gym Inflated Fitness""",C $131.46
